,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20
SDS,0.058214511,-0.033049447,0.017443577,0.020944529,-0.008313306,0.019978794,0.00916681,-0.003201423,0.016042488,-0.022468919,-0.027691521,0.01164004,0.012752549,0.017021701,0.030192615,-0.039509566,-0.000542008,-0.042487291,-0.009573559,-0.030133327
SDY,-0.023162768,0.014874041,-0.003913079,-0.025378731,-0.000274531,-0.008502927,-0.006326751,-0.015435193,-0.001861952,0.011635236,0.015273928,-0.004126603,-0.013029606,-0.007007064,-0.027970782,0.02190065,-0.012484448,-0.006059256,-0.000126202,-0.00101962
SEA,-0.041215685,0.014847606,0.017822999,0.021718789,0.003042172,-0.016840505,0.017215889,0.014282897,0.02596802,0.002467334,-0.001476357,-0.018753142,-0.001038543,0.039693289,0.011663054,0.023792856,0.022312625,-0.025743562,-0.030974374,0.003631685
SEF,0.035554046,-0.026259948,0.000679597,0.018543461,0.007508542,0.032634811,-0.013267372,0.020792521,-0.032020268,0.021214028,-0.001303731,0.00948642,-0.00341143,0.000626638,-0.027757461,-0.038746966,-0.036083921,-0.054801335,0.031068127,-0.016649419
SGG,-0.017415533,-0.03804927,-0.003037061,-0.03625272,-0.062187124,-0.059931693,-0.098422692,0.143004144,0.025980677,-0.126909084,0.053729109,-0.016078735,-0.028747085,-0.012933826,-0.09085042,-0.023749659,-0.080110523,0.01324593,-0.005719651,0.04793901
SGOL,-0.009876702,-0.084919154,-0.01276489,-0.01937301,0.060455931,-0.005102224,0.016008698,-0.001095945,-0.005692959,0.023339102,0.004429247,-0.005653404,0.039720768,0.002001835,-0.021206553,0.071556603,0.053681991,-0.011229392,-0.036223986,0.006000613
SH,0.029210277,-0.016937096,0.00890576,0.009528028,-0.003764119,0.010650605,0.004090947,-0.001895264,0.007807487,-0.010722142,-0.011630493,0.005404414,0.00475551,0.004246671,0.013666943,-0.022495246,-0.001220769,-0.022498145,-0.008122214,-0.013600834
SIJ,0.069616887,-0.041746617,0.025604102,0.018235492,-0.036497934,0.00731378,-0.000123207,0.017530751,-0.003835179,0.006863883,-0.022373151,0.01326932,-0.002989085,0.008455184,0.019165718,0.005548627,0.022316283,-0.003713273,0.033345723,-0.093858321
SIL,-0.044102989,-0.14960746,-0.02833932,0.030952351,0.132604986,-0.011051238,0.008018324,0.007044799,0.031410883,0.019939104,0.00270573,-0.071821743,0.024109718,0.08383947,-0.0595678,-0.028091549,0.141397669,-0.076062736,-0.101997485,-0.005868483
SIVR,-0.031113974,-0.166611297,-0.04942,-0.017807457,0.082351818,-0.053199287,-0.060567097,-0.036283512,0.03901046,0.045406244,0.018731474,0.037283462,-0.048454134,-0.040623532,0.067468453,-0.007242524,-0.09285487,0.037450696,0.030614023,-0.033642913
SKF,0.070871524,-0.050716371,0.00327916,0.03942442,0.012575796,0.061781765,-0.030648731,0.042613106,-0.063079763,0.041369527,-0.000617241,0.019255623,-0.000892287,0.01039037,-0.046344588,-0.073962375,-0.071017518,-0.107006122,0.069454091,-0.037947774
SLV,-0.031172669,-0.167040793,-0.048581095,-0.018921982,0.082527212,-0.054125427,-0.059521064,-0.037342879,0.038253356,0.045190607,0.018165474,0.036926662,-0.048383525,-0.04179669,0.067958707,-0.008408261,-0.09302225,0.039012214,0.028107884,-0.034312806
SLX,-0.055172408,-0.020409746,0.020258524,0.043235829,-0.002160737,0.004168251,0.033189733,-0.01746467,0.035852699,-0.044207427,-0.025124441,-0.044810626,0.028421331,0.010745867,-0.012413936,-0.071034214,0.025915443,0.011349844,0.015754827,0.005885412
SLY,-0.034868933,0.018304582,-0.018788864,-0.010621774,0.016484935,0.004742653,-0.011369316,-0.014895372,0.018177844,-0.014443047,0.002347658,0.012167295,0.014940855,0.027474083,0.013812145,-0.013978707,-0.021627763,-0.039197454,0.000647645,0.005710247
SLYG,-0.03568494,0.018760458,-0.021555634,-0.009804297,0.02547564,0.018373231,-0.014619878,-0.011662079,0.003487379,-0.01174791,0.005857358,0.008781629,0.014627049,0.02194534,0.01356777,-0.021703319,-0.025349156,-0.046849712,0.009313852,0.015363512
SLYV,-0.036290535,0.020445111,-0.02071495,-0.014746092,0.008632095,0.002147506,-0.009569988,-0.018861292,0.027741283,-0.023842327,-0.001223243,0.010642881,0.029283155,0.031322642,0.018512449,-0.002690182,-0.011131115,-0.039021401,-0.004870799,-0.000161628
SMDD,0.105557487,-0.05466156,0.042334177,0.043663703,-0.04829419,-0.071422356,0.009020435,0.020690187,-0.054437863,0.010764018,-0.006835466,-0.003124357,0.030341267,0.0615792,0.032578422,0.07216781,-0.007071859,0.039986278,0.025503911,-0.029108491
SMMU,0.000646008,-0.001211519,0.003334873,-0.003151593,0.002085722,0.003300318,-0.000552887,-0.001674704,-0.001465874,-0.001594562,-0.001487144,0.000215745,0.002156045,0.000699085,-0.001511575,0.000453368,0.002439494,0.001424199,-0.001135076,-0.00178369
SMN,0.088922147,0.020129592,0.027093153,-0.019063976,-0.036722492,-0.030883027,-0.016402767,-0.020232405,-0.080396075,0.039590006,0.050466457,0.056570639,-0.005251285,0.051676399,0.069104517,0.109312644,-0.03505388,0.023564682,-0.023854624,-0.076466653
SOXL,-0.123451486,0.082143856,-0.046680618,0.146019886,0.123850134,0.140291461,-0.068065349,0.09010334,-0.186540111,-0.023963382,0.075212128,-0.078657548,0.100871643,-0.185193235,0.159552071,-0.084912332,-0.023744987,0.159856722,-0.05861658,-0.03174383
TAN,-0.060554722,0.018208076,0.047429624,0.107531942,0.078110965,0.038654012,0.160087223,-0.001747477,0.059143661,-0.088644717,-0.31433812,0.187060556,0.095921811,-0.19163845,-0.072494617,0.13820455,-0.170561102,0.064174197,-0.029542607,-0.070073106
TAO,-0.034377119,-0.026902752,0.074454999,0.051895782,-0.027013898,0.027182281,-0.02698271,0.018688518,0.034843173,-0.017043638,0.013418254,-0.017970436,-0.055586614,0.027642962,0.016756812,0.067621774,-0.004822765,-0.008251424,0.055260169,-0.012177855
TBF,-0.019578617,0.016602776,-0.030738949,0.079712279,-0.020053117,-0.06176456,-0.003495943,-0.012212396,0.040676624,0.008560021,0.029189885,0.009684838,-0.03318833,-0.03679855,-0.017360436,-0.005662833,0.025188944,-0.019466852,-0.017626967,-0.01094421
TBT,-0.038778681,0.033995751,-0.061103833,0.158687537,-0.040346348,-0.122328093,-0.005896437,-0.022811084,0.081330108,0.017217409,0.054523524,0.01798478,-0.068420496,-0.073135284,-0.032807714,-0.007686304,0.050457364,-0.039799208,-0.031911572,-0.02187887
TECL,-0.094873164,0.064544345,-0.040989711,0.072522354,0.103761283,0.042656059,-0.086522614,0.120476647,-0.134525533,0.043885264,0.061816477,-0.050157476,0.019406474,-0.022543184,0.095168054,0.043917803,0.042936028,0.057884445,0.050623883,0.032199255
TECS,0.093773637,-0.060574221,0.045631895,-0.061534725,-0.107302267,-0.062412155,0.073530153,-0.119661111,0.139173644,-0.044584878,-0.065205469,0.045896289,-0.007603773,0.05625595,-0.068548358,-0.017633624,-0.064191923,-0.033568286,-0.035157536,-0.030388134
THD,-0.031747295,-0.039255984,0.065713712,-0.013490832,-0.044875645,0.022275398,-0.049845974,-0.029686017,0.008499016,0.019980473,0.027882023,0.008360074,-0.001724047,-0.011427963,0.04508684,-0.001865013,0.00481677,0.00645253,0.028911202,-0.032789734
TIP,0.001477703,-0.011985408,0.01015168,-0.033934979,0.003384116,0.022626328,0.004694626,0.00444581,-0.007146053,-0.003007873,-0.014917093,-0.002966065,0.007419359,-0.003352186,-0.006928197,-0.001433295,0.008555827,0.003433505,0.016907025,0.002677149
TIPZ,0.002379146,-0.011393587,0.011319914,-0.033526894,0.00471852,0.021899954,0.002912236,0.009454222,-0.006684526,-0.002325443,-0.015471073,-0.006610351,0.011588447,-0.002113515,-0.007131213,0.003103629,0.004957136,0.003852756,0.016772348,0.002464157
TLH,0.010936701,-0.012615778,0.017827348,-0.053166307,0.014656235,0.039764097,0.00399609,0.009906618,-0.018466048,-0.008858035,-0.018226554,-0.003314437,0.016120496,0.008376586,0.003406484,0.007907331,-0.003792954,0.006301693,0.013434268,-0.000730964
TLO,0.017648706,-0.015336185,0.023689101,-0.071102328,0.019721572,0.053863936,0.001699841,0.011532038,-0.030872391,-0.008473806,-0.025803596,-0.003956695,0.027069984,0.029933593,0.016558405,0.00897972,-0.022569898,0.015638416,0.022254145,0.006880124
TLT,0.019962342,-0.016783139,0.028984741,-0.080878125,0.020988344,0.060450341,0.003976964,0.012457262,-0.038519162,-0.006696441,-0.030212402,-0.006331248,0.033904863,0.038153332,0.020174709,0.005640731,-0.028084426,0.016992888,0.020599852,0.008930962
TMF,0.059960299,-0.049761104,0.095472839,-0.233181077,0.059578854,0.181325565,0.008051243,0.038108233,-0.121502858,-0.021131382,-0.087275346,-0.026220675,0.106976459,0.121572474,0.067070729,0.025227777,-0.074672486,0.057030928,0.057836174,0.024471888
TMV,-0.058410831,0.052863731,-0.090783922,0.2386346,-0.062560458,-0.18512815,-0.012070069,-0.034461151,0.119832779,0.026163999,0.080417433,0.025293877,-0.102536102,-0.105793439,-0.049616738,-0.01024037,0.077031449,-0.061078206,-0.04671879,-0.0396757
TNA,-0.115340649,0.063543072,-0.058756129,-0.022743159,0.058392388,0.036712065,-0.037341313,-0.031850145,0.066398016,-0.046322486,-0.029520834,0.03218441,0.088994545,0.12768972,0.065341433,-0.019500861,-0.066786957,-0.108116393,0.013484519,0.005651653
TOK,-0.030930546,0.001437518,0.003319193,-0.014587272,-0.008951414,-0.029757118,0.011321014,-0.0065936,-0.033541493,0.010054186,-0.000908607,-0.001184734,-0.002654155,0.00434162,-0.001642021,0.006875688,0.005884341,0.000319605,0.010951873,0.014229122
TQQQ,-0.092581793,0.06580505,-0.028614828,0.041499769,0.097709266,0.054499158,-0.104929468,0.127922589,-0.100575167,0.06644767,0.033258224,-0.015689243,-0.028457255,0.01858521,0.02416435,0.061076953,0.019330929,0.072966243,0.03621951,-0.006887558
TUR,-0.036409512,-0.01378188,0.101007495,-0.027376284,-0.020269744,-0.010304363,0.011182602,0.008814568,0.002089667,0.002390805,0.064619467,0.033774004,0.007607211,0.066902685,0.112613532,0.006343267,-0.040532292,0.019040194,-0.097440837,0.042794177
TWM,0.077345135,-0.036663242,0.04449589,0.027615276,-0.045443712,-0.037891179,0.012608721,0.023376223,-0.042059073,0.033519238,0.009192311,-0.017694506,-0.034142609,-0.035409273,-0.020544174,0.049969078,0.035425217,0.090820741,0.003865351,-0.033767125
TYD,0.019143998,-0.030530941,0.04440024,-0.114358796,0.029993614,0.087124569,0.015973654,0.02545614,-0.03031236,-0.021684656,-0.026443153,-0.013302647,0.040421527,0.00887806,-0.00676559,0.040595073,0.013382288,0.008287497,0.023179122,-0.017448441
TYO,-0.01917592,0.030926318,-0.043372239,0.116186804,-0.03030709,-0.087267776,-0.010109451,-0.02460552,0.029526263,0.027361342,0.029633584,0.011144552,-0.036877044,-0.010837134,0.015413188,-0.028991292,-0.007034353,-0.006553425,-0.022457619,0.01418541
TZA,0.115714247,-0.053517941,0.06724793,0.047218824,-0.070417909,-0.062549139,0.015997892,0.034135004,-0.061884433,0.051479473,0.011491391,-0.024439847,-0.041111448,-0.039044116,-0.024813911,0.084175641,0.05357841,0.142986992,0.009951898,-0.064105406
UBR,-0.083592031,-0.065913324,0.15310786,0.010579379,-0.049612056,0.038443935,0.049231817,-0.014025005,0.025905012,0.02740453,-0.028022637,-0.111367274,0.034023019,0.01828747,-0.011076549,-0.114027073,-0.097229998,0.123168827,-0.134933836,0.038220622
UBT,0.040072788,-0.034072135,0.060928413,-0.155903732,0.041720511,0.119266391,0.008868981,0.025595648,-0.079372841,-0.017631032,-0.059234794,-0.015162191,0.072381043,0.079189542,0.033517314,0.016577455,-0.05480465,0.037527098,0.039585816,0.01900939
UCC,-0.049944948,0.043541619,-0.003380658,-0.033185845,0.043006722,-0.001280933,-0.050860195,0.016757156,-0.026268293,0.032836029,0.025618641,-0.012388619,-0.031275559,0.01708843,-0.020982463,0.045560034,-0.022454946,0.013606862,-0.013060342,-0.006087192
UCI,-0.020484494,-0.046323481,-0.032381371,-0.004578591,-0.041957741,-0.002970829,-0.016747557,0.041358019,0.00127004,-0.054563047,-0.016757867,0.006555789,-0.000606586,0.017286163,-0.004679534,-0.001827877,0.007822703,0.026941636,0.014990724,0.019419701
UCO,-0.058686503,-0.089351792,-0.178543252,0.003877472,-0.210618541,0.145847234,-0.068334576,-0.115520604,-0.126290271,-0.042925408,-0.073132668,0.019752423,-0.069109319,0.01069986,0.019920531,0.021370474,0.060241905,-0.021497279,-0.103165949,0.028234878
UDN,-0.008523857,-0.018476181,0.006950683,-0.011699212,-0.003498366,-0.025267665,0.027069289,0.006877027,-0.041894331,-0.010750355,-0.013848875,0.012957145,0.006632871,0.000430049,0.020374488,0.004279764,0.016745917,-0.013692032,0.016953629,0.010392904
UDOW,-0.077932835,0.050207464,-0.018327596,-0.035353739,0.000677311,-0.075025649,-0.00876611,-0.003653313,-0.035296801,0.045801788,0.052722462,-0.022795042,0.005507098,-0.000409069,-0.044777752,0.094325817,-0.038355782,0.048701761,0.051023339,0.067565177
UGA,-0.025817787,-0.040411935,-0.07204892,-0.011587734,-0.073979997,0.053836575,-0.062457348,-0.039584296,-0.049148369,0.00337308,-0.036661585,0.033919072,-0.003272412,0.002375702,0.024947901,0.045318654,0.005131548,0.020181429,-0.012604398,0.04551647
UGE,-0.040140667,0.025177785,0.006594911,-0.050968409,0.012045144,-0.013473716,-0.02271498,-0.003970786,-0.013617393,0.0550397,0.021087401,-0.005856946,-0.047371393,0.010008539,-0.047793901,0.039191749,-0.061700354,0.012766943,-0.016645478,0.002657825
UGL,-0.019557998,-0.170617677,-0.024832585,-0.037651833,0.120888423,-0.009529588,0.033246607,-0.000682336,-0.013501093,0.046907489,0.007976371,-0.010899994,0.079164153,0.006711959,-0.040170674,0.143174029,0.107104948,-0.021483417,-0.074955474,0.009468341
UHN,-0.022837207,-0.044838578,-0.082825679,-0.00196735,-0.082305799,0.048433466,-0.030135093,-0.042423134,-0.05668775,-0.025943975,-0.039841522,0.028699459,-0.011267289,-0.002189001,0.018808849,0.060000591,0.006153978,0.022163372,-0.035244469,-0.023744449
ULE,-0.02019045,-0.038004576,0.014529832,-0.017179373,-0.023951029,-0.065328063,0.066710547,0.012015392,-0.100802474,-0.025633936,-0.038291802,0.045943308,0.015159374,-0.005258092,0.0600002,0.011928209,0.036062145,-0.044963169,0.03956201,0.013621105
UMDD,-0.105673415,0.060643155,-0.035569288,-0.025378614,0.037602068,0.050174975,-0.027808051,-0.020137676,0.050733846,-0.006979008,-0.004765925,0.003304405,0.013565904,0.0137311,0.0027965,-0.024407976,-0.011040803,-0.007407924,-0.006513887,-0.017617476
UNG,-0.001896364,-0.021750149,-0.064330414,-0.045122059,-0.129246417,0.013938111,0.104271393,0.257845004,0.146320392,0.243574993,-0.017795741,0.11047786,0.071169204,-0.018029434,0.231525317,-0.01622252,0.061094595,-0.055009654,0.091843846,0.177095138
UNL,-0.002387859,-0.014567748,-0.043572568,-0.025295731,-0.087128372,0.002120525,0.084056999,0.180069207,0.088591654,0.178632475,-0.029082035,0.085248108,0.048049629,-0.010153619,0.163595739,-0.017801823,0.039878454,-0.029838193,0.04546592,0.119719712
UPRO,-0.088247134,0.055057368,-0.023477697,-0.021612935,0.007251467,-0.041086347,-0.022933363,0.003360299,-0.025283119,0.035507442,0.032629101,-0.01587358,0.000227559,0.019263702,-0.024297806,0.083165753,-0.006100867,0.082572978,0.029817443,0.027206082
UPV,-0.078999471,-0.001079279,0.028495178,-0.022193265,-0.015291971,-0.130254447,0.080045025,-0.000229219,-0.146566057,0.00245594,-0.027551088,0.041704053,-0.011558976,0.022479794,0.000554481,0.005997869,0.024930994,-0.078806046,-0.032277274,0.030046154
UPW,-0.0271467,0.028688531,0.022845977,-0.110261748,-0.024213125,-0.00786634,-0.021757514,-0.045903276,-0.042165549,0.027833277,0.04672088,-0.012623716,-0.038088609,-0.015836838,-0.106924747,0.07733461,-0.028975924,-0.016218934,0.033311323,-0.002647253
URE,-0.058990919,0.026438026,0.036663815,-0.168775212,-0.008976162,0.021513431,0.012893912,0.011557378,0.088356635,-0.064179033,0.009003775,-0.016112344,-0.069806068,-0.12516416,0.052914128,0.025169528,0.081781184,-0.021851899,0.025028422,-0.04534429
URTY,-0.115867045,0.063053498,-0.060549147,-0.023811283,0.060807874,0.040104385,-0.033065794,-0.03349446,0.065148698,-0.046884698,-0.030210132,0.032631619,0.08926176,0.128765923,0.068325621,-0.024850729,-0.062427402,-0.106505245,0.008702453,0.004795796
USD,-0.073808401,0.057558391,-0.024388047,0.079271398,0.076193924,0.075677053,-0.050219365,0.044225321,-0.145383863,-0.011139304,0.068658236,-0.0733222,0.067411617,-0.136538885,0.094210348,-0.012539108,-0.006802993,0.078619683,-0.034272106,-0.004274158
USL,-0.027872094,-0.040719466,-0.079269776,0.002922702,-0.084889064,0.059456767,-0.02958077,-0.047015534,-0.048922368,-0.026270188,-0.030504419,0.00761888,-0.039101855,-0.001403586,0.023384053,0.008751332,0.017783275,-0.002405853,-0.039724632,-0.000549292
USO,-0.02986521,-0.046355236,-0.090960329,-0.000762048,-0.107721376,0.076978687,-0.034591195,-0.059597432,-0.064714958,-0.020341123,-0.036456603,0.012051914,-0.034985074,0.002498828,0.010820858,0.007641548,0.025681699,-0.0157068,-0.050494305,0.015107585
UST,0.012663293,-0.021109463,0.030314789,-0.077717021,0.018791092,0.055350968,0.005482979,0.014958079,-0.020576773,-0.022043094,-0.01989112,-0.010729327,0.025149724,0.011461583,-0.000971032,0.021128156,0.008542581,0.008679523,0.014938031,-0.01141275
UUP,0.008440219,0.018332368,-0.00697413,0.011673275,0.004163091,0.025984946,-0.027570873,-0.006464816,0.042428499,0.011857571,0.013839375,-0.014042458,-0.005240879,-0.000884752,-0.021546768,-0.004287044,-0.015764607,0.013273887,-0.016275081,-0.011891719
UWM,-0.077299273,0.041470684,-0.040671298,-0.017855986,0.04152002,0.028680714,-0.021906675,-0.021893264,0.043179709,-0.032666684,-0.01893029,0.022275502,0.053487643,0.076791391,0.041094039,-0.021704241,-0.040198023,-0.075886001,0.00470134,0.010593029
UXI,-0.069887393,0.045321022,-0.01626986,-0.01164027,0.020086049,-0.013064895,-0.012053341,-0.015629434,-0.002452523,-0.01870241,0.024014814,-0.006704522,0.023365587,0.004962983,-0.016330612,0.014333632,-0.022848552,0.020008707,0.00504021,0.083160415
UYG,-0.071066938,0.055887936,-0.001862953,-0.028791124,-0.019247224,-0.074680112,0.019823969,-0.044284264,0.065880967,-0.04361594,-0.004535974,-0.015032093,0.0204238,0.032887759,0.066428094,0.095397301,0.062325837,0.126480391,-0.053470667,0.022182723
UYM,-0.08735462,-0.016742466,-0.021226935,0.032034565,0.03482404,0.027220225,0.010886777,0.027915783,0.0681685,-0.040187614,-0.055210978,-0.052017596,0.026085252,-0.005841116,-0.051710126,-0.087844444,0.035357988,-0.012115182,0.030651621,0.057207058
VAW,-0.039806915,-0.002874552,-0.010442773,0.008792959,0.020801153,0.011605269,-0.008261493,0.013425426,0.026204372,-0.012503364,-0.020828204,-0.017232509,0.004038792,-0.003958908,-0.018689345,-0.045072233,0.011225573,-0.000515272,0.007675629,0.018888789
VB,-0.037869221,0.020284281,-0.018029187,-0.010705173,0.021682707,0.018166688,-0.008263772,-0.008608026,0.020739489,-0.009471798,-0.005008815,0.006023916,0.012621516,0.01763708,0.00847144,-0.015810792,-0.014165693,-0.021182099,0.002242965,-0.001123284
VBK,-0.039656849,0.020482639,-0.021226583,-0.004760145,0.028716099,0.028637079,-0.012397871,-0.000646504,0.017640268,-0.00465951,-0.008031957,0.008643425,0.008829362,0.01660255,0.007118033,-0.027191044,-0.018793896,-0.027792257,0.002594154,0.003285638
VBR,-0.035879899,0.02080348,-0.015574412,-0.016016935,0.014622872,0.008219741,-0.005168808,-0.016096583,0.026900248,-0.014992252,-0.004585328,0.002257232,0.015839288,0.01897257,0.009821873,-0.001876771,-0.010037773,-0.015886974,0.004160894,-0.007234013
VCIT,0.000749042,-0.005817254,0.015444326,-0.029217695,0.002156141,0.015545729,0.00193797,0.0095954,0.000177031,-0.003177778,-0.014096362,-0.008140673,0.0076512,0.005672917,-0.000724142,0.016112105,0.003786432,0.00901249,0.003793234,-0.017759786
VCLT,0.006910626,-0.010688852,0.026690422,-0.058503297,0.006915013,0.032508611,0.002651636,0.014506934,-0.015965253,0.000504506,-0.02472305,-0.016238214,0.023827722,0.034289528,0.015555851,0.016849568,-0.01337534,0.023723398,0.014508818,-0.013545805
VCR,-0.031295182,0.026339011,-0.00641232,-0.008914788,0.026350764,0.008435921,-0.02554284,0.007730993,-0.004733545,0.023264551,0.0075657,-0.00786767,-0.016485053,0.001996341,-0.006050655,0.014845589,0.000418319,0.015259191,-0.003858929,-0.009019548
VDC,-0.015169903,0.012846536,0.005931682,-0.030833163,0.00317881,-0.01834279,-0.021353343,-0.00888724,-0.011646311,0.029329317,0.024168208,0.017535913,-0.0199643,0.005543502,-0.017849957,0.035827386,-0.02843636,0.004142629,0.020256113,-0.014980195
VDE,-0.039859259,-0.009600015,-0.03770501,-0.003495437,-0.031266321,-0.001244459,0.02498193,-0.005613547,0.00370172,0.026321753,0.00471734,-0.04199847,0.022248247,-0.017348699,-0.040385891,-0.008170878,-0.035741474,0.010776317,0.057115681,-0.011463926
VEA,-0.03551751,0.000149068,0.015596705,-0.003330087,-0.005281063,-0.046397602,0.028689597,0.004848897,-0.055133668,0.008673145,-0.008061057,0.009926973,0.004424293,0.006116012,0.013197926,-0.016725735,-0.007431952,-0.021738736,0.006199451,-0.013336696
VEU,-0.035441666,-0.006820008,0.021699493,0.002706885,-0.009275449,-0.032279167,0.018474349,0.004237025,-0.037727489,0.007686563,-0.002520866,0.001750732,0.00526143,0.007910435,0.011738684,-0.016096766,-0.009138774,-0.016642174,0.005111549,-0.004653121
VFH,-0.036002646,0.027045693,-0.001491863,-0.018375314,-0.009119057,-0.038399542,0.011523398,-0.02379951,0.036621631,-0.021613689,-0.004052733,-0.008516076,0.008252794,0.011966039,0.033515014,0.045449866,0.028485903,0.061970159,-0.028460826,0.009231048
VGIT,0.00355323,-0.004814702,0.00704557,-0.022431981,0.006274009,0.017261638,0.001953872,0.005922234,-0.004606947,-0.00594756,-0.007750714,-0.002272861,0.007292322,0.001295631,-0.005191364,0.011328849,0.003963436,0.001650851,0.007965467,-0.008648965
VGK,-0.039373429,-0.000312796,0.013627473,-0.003238888,-0.00235689,-0.065177464,0.037811866,0.006599136,-0.076819243,0.009906677,-0.015423328,0.017275529,0.013159214,0.015937725,0.019741472,-0.011738572,-0.00272468,-0.026503806,-0.004980432,-0.017937226
VGLT,0.016844323,-0.015372713,0.023486094,-0.070754618,0.018851436,0.051536103,0.003172877,0.013324956,-0.030439406,-0.006745693,-0.02861777,-0.011720228,0.026266135,0.026879969,0.014844334,0.009252623,-0.017863767,0.020731175,0.017046682,0.00704726
VGT,-0.032739407,0.020847204,-0.016529541,0.02787503,0.039290183,0.018191695,-0.025074062,0.035449215,-0.043734979,0.011164535,0.016846513,-0.01093853,0.007645291,-0.005814098,0.030875883,0.006938348,0.00784631,0.010504946,0.010648728,0.001164503
VHT,-0.022066307,0.018224849,0.005688574,-0.020190643,0.006407372,-0.011177513,-0.015062729,0.004400202,-0.009506236,0.035407913,-0.004916452,0.035403591,-0.039903981,0.018271425,-0.049729496,0.01291,-0.010055733,0.014011261,0.007347982,0.012108474
VIG,-0.025075822,0.013897505,-0.008707708,-0.017456853,-0.000281086,-0.018245155,-0.00878503,-0.009212652,-0.007417966,0.016116235,0.018411941,-0.00276136,-0.003502741,-0.005276437,-0.02426333,0.021421392,-0.019888661,0.007461735,0.009721737,0.01134254
VIS,-0.03520476,0.023314432,-0.008710655,-0.006167867,0.015262951,-0.006966983,-0.00383334,-0.007924334,0.007579734,-0.005649916,0.005685243,-0.003850254,0.009402404,0.00560899,-0.00142073,0.007311903,-0.013130554,0.009555665,0.004870555,0.03028596
VMBS,0.00082599,-0.001345148,0.005921497,-0.01218222,0.002616079,0.007853232,0.003193267,0.004873396,-0.00386259,-0.001442091,-0.003236621,-0.00206328,0.001772679,-0.002313269,-0.005413625,0.004129487,0.001634262,-0.002712017,-0.002240031,-0.011716871
VNM,-0.024215702,-0.004924549,0.018067029,0.024961799,-0.002629386,-0.00054951,-0.0201318,-0.011473658,-0.00412875,-0.022407493,-0.079205253,-0.037025583,-0.00190298,0.04105949,0.08320344,0.004187818,0.076233341,0.163997223,-0.089687968,-0.089916127
VNQ,-0.030162167,0.013841595,0.01766915,-0.092739066,-0.00535446,0.009124651,0.007208334,0.006402399,0.049133251,-0.032549066,0.003731193,-0.012738096,-0.041073928,-0.077440318,0.027920098,0.006517411,0.042621679,-0.013496453,0.012459243,-0.026449753
VO,-0.033799308,0.019841451,-0.008821157,-0.008368937,0.012082279,0.016364716,-0.006574195,0.003327056,0.008955371,0.009128529,-0.003576772,-0.005223438,-0.007269232,-0.008056815,-0.010249043,-0.008270386,0.000220013,0.004645403,-0.000147066,-0.003157024
VOE,-0.031952829,0.021130079,-0.007318263,-0.015077378,0.007268407,0.005680254,-0.000611653,-0.00656686,0.01164566,0.001262932,0.001017745,-0.004712971,-0.002992613,-0.004415271,-0.008258082,0.002012533,0.000868131,0.007987804,-0.002824552,-0.007183324
VOT,-0.0356533,0.018753137,-0.011617122,-0.00196929,0.01613705,0.02531108,-0.013529874,0.011639071,0.007335268,0.016451702,-0.009077433,-0.006237361,-0.008132102,-0.012074932,-0.01202131,-0.019960031,-0.000284422,0.00681387,0.00060062,0.001473317
VOX,-0.021303026,0.017002667,0.015146673,-0.028426798,0.010456611,-0.01489973,-0.00665566,-0.007816373,0.00509597,0.019744867,-0.005773308,0.008380232,0.003187945,0.027005642,-0.013305889,0.026921127,-0.031245609,-0.012798003,0.019914276,-0.004302797
VPL,-0.028467815,0.000454912,0.019666069,-0.003206509,-0.007087947,-0.015329035,0.01070264,0.008535225,-0.031084284,0.004159275,0.010660149,0.004880321,0.002567426,-0.005857639,0.01232953,-0.024466626,-0.006713228,-0.017775374,0.025926279,-0.015359522
VPU,-0.01350157,0.01475441,0.010427354,-0.054472473,-0.012142676,-0.008968389,-0.008558579,-0.019566462,-0.018024601,0.013990886,0.019830046,-0.010686686,-0.014672802,-0.009953391,-0.0426729,0.040169822,-0.010316941,-0.006824095,0.024314613,-0.005258725
VSS,-0.034420047,-0.013852937,0.022488019,0.003780009,0.003511806,-0.016610111,0.015022187,0.008565728,-0.025851562,-0.000195887,-0.004370355,0.013336293,-0.004049238,-0.004105994,0.002221514,-0.034345444,0.011950414,-0.017456993,-0.002006685,-0.004801714
VT,-0.032643322,0.003201313,0.008909151,-0.002830043,-0.002560349,-0.021670351,0.006044977,0.00353218,-0.023948043,0.010046061,0.001351715,-0.002205075,2.61711E-05,0.00497308,0.002888363,-0.005580553,-0.007271093,0.001411891,0.003631418,0.003307482
VTI,-0.03057096,0.017303952,-0.009296089,-0.00798195,0.007049017,-0.008106045,-0.00647315,6.40487E-05,-0.001835418,0.010486011,0.007087887,-0.004441482,-0.00232955,-0.000177811,-0.0067443,0.016507875,-0.001428625,0.019769313,0.005785794,0.009657272
VTV,-0.028784514,0.018492532,-0.007252043,-0.014028213,-0.004783268,-0.02664893,0.004028457,-0.011677198,0.0032645,0.007403272,0.007354589,-0.007245469,-0.000290311,0.001361494,-0.013596651,0.030248004,-0.006168757,0.033153819,0.004138021,0.01500885
